,Unnamed: 0,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,roce_rank,ticker_x,coef_x,r_squared_x,std_x,coef_rank_x,std_rank_x,average_score,ticker_y,coef_y,r_squared_y,std_y,coef_rank_y,std_rank_y,coef_w
0,9,AAOI,Return on Capital Employed,0.0356,0.0611,0.0866,0.2234,-0.0223,-0.1225,-0.1207,-0.1405,-0.2228,-0.1576,,1449.0,AAOI,-0.03632787878959581,0.631972608422919,0.13125561359423832,1179.0,1179.0,420.0,AAOI,-0.03632787878959581,0.631972608422919,0.13125561359423832,1184.0,1179.0,-0.0229582243171325
1,25,AAT,Return on Capital Employed,0.0449,0.0531,0.0509,0.0425,0.0383,0.0423,0.0306,0.0298,0.0356,0.0402,,889.0,AAT,-0.0018303030303902254,0.517619635266694,0.0073070924450153235,942.0,92.0,266.2,AAT,-0.0018303030303902254,0.517619635266694,0.0073070924450153235,955.0,92.0,-0.0009474007870181132
2,41,ABCB,Return on Capital Employed,0.0177,0.0129,0.0182,0.125,0.0195,0.095,0.1126,0.0373,0.0344,0.0288,,1008.5,ABCB,0.0,0.026650744572812912,0.04096809002138128,662.5,538.0,249.20833333333337,ABCB,0.0,0.026650744572812912,0.04096809002138128,662.5,538.0,0.0
3,57,ABG,Return on Capital Employed,0.205,0.2591,0.2788,0.2216,0.2192,0.2023,0.1682,0.1249,0.2117,0.1328,,321.0,ABG,-0.01168606060660708,0.5164337475198519,0.046707626786211265,1066.0,603.0,257.68333333333334,ABG,-0.01168606060660708,0.5164337475198519,0.046707626786211265,1093.0,603.0,-0.006035076072814209
4,73,ABM,Return on Capital Employed,0.0811,0.0671,0.0341,0.0104,0.0507,0.0757,0.0351,0.0662,0.0999,0.1112,,391.5,ABM,0.004606666666885887,0.20049410737635787,0.029550372248078365,290.0,389.0,111.76666666666665,ABM,0.004606666666885887,0.20049410737635787,0.029550372248078365,322.0,389.0,0.0009236095213577077
5,89,ABOS,Return on Capital Employed,,,,,,-1.3222,-0.1924,-0.4468,-0.2396,-0.1782,,1470.0,ABOS,,,0.43402896493206533,,1554.0,,ABOS,,,0.43402896493206533,,1554.0,
6,105,ABR,Return on Capital Employed,50.9667,10.3568,0.0427,0.0531,0.0652,0.0724,0.0701,0.0564,0.0683,0.0859,,523.5,ABR,-3.21103030318219,0.36625584437378944,15.239794001639263,1236.0,1808.0,369.34999999999997,ABR,-3.21103030318219,0.36625584437378944,15.239794001639263,1236.0,1808.0,-1.1760586150018182
7,121,ABSI,Return on Capital Employed,,,,,,-0.3946,-0.1748,-0.2713,-0.3591,-0.5341,,1709.0,ABSI,,,0.12066620736560837,,1144.0,,ABSI,,,0.12066620736560837,,1144.0,
8,137,ABUS,Return on Capital Employed,-0.3728,-0.1102,-1.8436,-0.4813,-0.2809,-1.6813,-0.4684,-0.3797,-0.3893,-0.5938,,1733.0,ABUS,0.0,0.0038485190911500267,0.5654481798538218,662.5,1592.0,374.35833333333335,ABUS,0.0,0.0038485190911500267,0.5654481798538218,662.5,1592.0,0.0
9,153,ACA,Return on Capital Employed,,,0.1452,0.0911,0.0495,0.0761,0.0637,0.0379,0.1168,0.0712,,620.5,ACA,,,0.033115250923856816,,434.0,,ACA,,,0.033115250923856816,,434.0,
10,169,ACAD,Return on Capital Employed,-0.2993,-0.8206,-0.5208,-0.8593,-0.5075,-0.3309,-0.4152,-0.2773,-0.4475,-0.1032,,1387.0,ACAD,0.0430484848505245,0.3053263876047235,0.22377041895657254,80.0,1385.0,222.61666666666665,ACAD,0.0430484848505245,0.3053263876047235,0.22377041895657254,99.0,1385.0,0.013143838371267313
11,185,ACCD,Return on Capital Employed,,,,,-10.3338,-5.9434,-0.8872,-0.1184,-0.1072,-0.5908,-0.1361,1730.0,ACCD,,,3.8597979964414373,,1765.0,,ACCD,,,3.8597979964414373,,1765.0,
12,201,ACCO,Return on Capital Employed,0.1019,0.1101,0.1052,0.0881,0.091,0.094,0.0471,0.0662,0.0274,0.0216,,1060.0,ACCO,-0.009797575758044047,0.8224711380244116,0.031030249757293286,1046.0,408.0,318.1666666666667,ACCO,-0.009797575758044047,0.8224711380244116,0.031030249757293286,1119.0,408.0,-0.008058223283598875
13,217,ACDC,Return on Capital Employed,,,,,,-0.0672,-0.2167,-0.0429,0.1815,0.0226,,1052.5,ACDC,,,0.12942727069671214,,1174.0,,ACDC,,,0.12942727069671214,,1174.0,
14,233,ACEL,Return on Capital Employed,,,,0.0031,-0.0018,0.0268,-0.0319,0.1089,0.1506,0.1192,,368.0,ACEL,,,0.06592023008677896,,781.0,,ACEL,,,0.06592023008677896,,781.0,
15,249,ACHR,Return on Capital Employed,,,,,,-0.0943,-0.6474,-0.4686,-0.5908,-1.0016,,1804.0,ACHR,,,0.29285728674560924,,1462.0,,ACHR,,,0.29285728674560924,,1462.0,
16,265,ACHV,Return on Capital Employed,-0.8726,-0.4995,-1.1145,-1.7304,-0.8102,-0.9004,-0.3942,-0.7716,-1.6594,18.6976,,4.0,ACHV,1.0523963636861529,0.2611153890069501,5.915481208118238,7.0,1782.0,90.78333333333335,ACHV,1.0523963636861529,0.2611153890069501,5.915481208118238,7.0,1782.0,0.2747968858934095
17,281,ACIC,Return on Capital Employed,0.1203,0.0625,0.0086,0.0022,0.0027,-0.0104,-0.0095,-0.0306,-0.16,0.6085,,16.0,ACIC,0.0,0.05355895008372136,0.19497492172071773,662.5,1343.0,190.20833333333334,ACIC,0.0,0.05355895008372136,0.19497492172071773,662.5,1343.0,0.0
18,297,ACIW,Return on Capital Employed,0.0941,0.0967,0.148,0.0536,0.073,0.0515,0.0626,0.0915,0.1105,0.0939,,480.0,ACIW,0.0,0.01315010108003034,0.027658387516267105,662.5,360.0,187.45833333333334,ACIW,0.0,0.01315010108003034,0.027658387516267105,662.5,360.0,0.0
19,313,ACLS,Return on Capital Employed,-0.0472,0.0817,0.0623,0.1189,0.1291,0.0544,0.1131,0.2077,0.2749,0.2848,,75.0,ACLS,0.03015333333476169,0.7863100003874021,0.0976709480859073,100.0,1018.0,76.73333333333333,ACLS,0.03015333333476169,0.7863100003874021,0.0976709480859073,69.0,1018.0,0.02370986754613793
20,329,ACMR,Return on Capital Employed,,0.257,0.066,0.011,0.1384,0.1164,0.0729,0.0457,0.0688,0.1004,,446.5,ACMR,,,0.06672096122409109,,791.0,,ACMR,,,0.06672096122409109,,791.0,
21,345,ACNB,Return on Capital Employed,0.0163,0.0167,0.0158,0.014,0.0207,0.023,0.0139,0.0153,0.0196,0.0547,,750.5,ACNB,0.002214545454648499,0.30165475340012715,0.011581277995109175,335.0,153.0,144.11666666666667,ACNB,0.002214545454648499,0.30165475340012715,0.011581277995109175,337.0,153.0,0.0006680281630153654
22,361,ACRE,Return on Capital Employed,0.0424,0.0676,0.0974,0.0798,0.0637,0.0818,0.058,0.0614,0.0398,0.0325,,964.0,ACRE,-0.0030969696971148574,0.2105596960417282,0.019385468784633503,954.0,253.0,283.95000000000005,ACRE,-0.0030969696971148574,0.2105596960417282,0.019385468784633503,944.0,253.0,-0.0006520969980749474
23,377,ACRV,Return on Capital Employed,,,,,,,-3.4983,-0.1586,-0.1869,-0.4833,,1695.0,ACRV,,,1.4009656265858204,,1707.0,,ACRV,,,1.4009656265858204,,1707.0,
24,393,ACT,Return on Capital Employed,,,,,0.1615,0.1953,0.0972,0.1305,0.1719,0.159,,237.0,ACT,,,0.031287679506299106,,411.0,,ACT,,,0.031287679506299106,,411.0,
25,409,ACTG,Return on Capital Employed,-0.1254,-0.4933,-0.134,0.0983,-0.5333,-0.0918,0.2918,0.303,-0.3051,0.1114,,389.0,ACTG,0.04033696969887727,0.17103743929192972,0.28014614471735994,81.0,1450.0,126.25,ACTG,0.04033696969887727,0.17103743929192972,0.28014614471735994,159.0,1450.0,0.006899132006092129
26,425,ACVA,Return on Capital Employed,,,,,,-0.3732,-0.1677,-0.1368,-0.1784,-0.1242,,1409.0,ACVA,,,0.0907417786909646,,970.0,,ACVA,,,0.0907417786909646,,970.0,
27,441,ADCT,Return on Capital Employed,,,,-0.3679,-0.984,-0.9831,-0.5093,-0.4286,-0.2737,-0.5385,,1712.0,ADCT,,,0.2656701522488335,,1430.0,,ADCT,,,0.2656701522488335,,1430.0,
28,457,ADEA,Return on Capital Employed,0.2997,0.3192,0.0811,-0.0297,0.0288,-0.0597,0.0714,0.0037,0.1477,0.1421,,294.0,ADEA,-0.01691575757656348,0.1575686386450419,0.12240059681227047,1115.0,1149.0,291.2666666666667,ADEA,-0.01691575757656348,0.1575686386450419,0.12240059681227047,1023.0,1149.0,-0.002665392892988661
29,473,ADMA,Return on Capital Employed,-0.6982,-0.7012,-1.2109,-0.3654,-0.691,-0.3475,-0.3397,-0.2383,-0.1508,0.0177,,1101.5,ADMA,0.09442121212564925,0.6454237146554866,0.33757796151407754,40.0,1489.0,191.9333333333333,ADMA,0.09442121212564925,0.6454237146554866,0.33757796151407754,26.0,1489.0,0.060941689472410215
30,489,ADNT,Return on Capital Employed,0.0984,0.1407,0.0372,0.1246,-0.1575,0.026,-0.0324,0.2295,0.0476,0.0862,,520.5,ADNT,0.0,0.00023375960163418696,0.0996245456702313,662.5,1026.0,224.80833333333337,ADNT,0.0,0.00023375960163418696,0.0996245456702313,662.5,1026.0,0.0
31,505,ADPT,Return on Capital Employed,,,,-0.1278,-0.1392,-0.0823,-0.1446,-0.2561,-0.2626,-0.369,,1630.0,ADPT,,,0.09366393900209277,,991.0,,ADPT,,,0.09366393900209277,,991.0,
32,521,ADTN,Return on Capital Employed,0.0978,0.0487,0.0878,0.0805,-0.0644,-0.0587,-0.0145,-0.0152,-0.0485,-0.1591,,1451.0,ADTN,-0.022950303031388827,0.7052281759645711,0.0784965502426699,1148.0,890.0,400.06666666666666,ADTN,-0.022950303031388827,0.7052281759645711,0.0784965502426699,1163.0,890.0,-0.01618520034466051
33,537,ADUS,Return on Capital Employed,0.1334,0.1083,0.1012,0.1241,0.0919,0.065,0.0594,0.0795,0.0852,0.1051,,420.0,ADUS,-0.004520606060819284,0.3273067529687932,0.022695834419558136,967.0,295.0,234.03333333333333,ADUS,-0.004520606060819284,0.3273067529687932,0.022695834419558136,976.0,295.0,-0.0014796248912178065
34,553,ADV,Return on Capital Employed,,0.0363,0.0395,,-0.1983,0.0389,0.0129,0.0434,-0.3873,0.0227,,1050.5,ADV,,,0.14877936212307807,,1237.0,,ADV,,,0.14877936212307807,,1237.0,
35,569,ADVM,Return on Capital Employed,-0.1633,-0.1773,-0.5097,-0.2936,-0.3643,-0.3103,-0.2521,-0.3373,-0.5691,-0.7984,,1791.0,ADVM,-0.044957575759669896,0.4814059670793486,0.18611189215093163,1190.0,1329.0,463.71666666666664,ADVM,-0.044957575759669896,0.4814059670793486,0.18611189215093163,1183.0,1329.0,-0.021642845236126966
36,585,AEHR,Return on Capital Employed,0.0609,-0.7765,-1.1498,-0.2151,0.0431,-0.3138,-0.1649,-0.1785,0.1862,0.1634,0.1061,229.0,AEHR,0.07461575757929163,0.27908275625173196,0.4056869384143394,49.0,1535.0,108.63333333333333,AEHR,0.07461575757929163,0.27908275625173196,0.4056869384143394,77.0,1535.0,0.02082397128503977
37,601,AEIS,Return on Capital Employed,0.0698,-0.3713,0.2908,0.3188,0.2439,0.0652,0.1209,0.1062,0.1543,0.0689,,640.0,AEIS,0.0,0.03550304310340291,0.18252873335450504,662.5,1323.0,251.60833333333335,AEIS,0.0,0.03550304310340291,0.18252873335450504,662.5,1323.0,0.0
38,617,AEO,Return on Capital Employed,0.122,0.2845,0.2601,0.2157,0.2536,0.0952,-0.1039,0.2016,0.0971,0.0805,,556.5,AEO,-0.018757575758459138,0.23446764395737008,0.11126593548791112,1126.0,1096.0,316.8833333333333,AEO,-0.018757575758459138,0.23446764395737008,0.11126593548791112,1068.0,1096.0,-0.004398044594437793
39,633,AESI,Return on Capital Employed,,,,,,,-0.0026,0.094,0.3542,0.1236,,354.0,AESI,,,0.13093910798535327,,1177.0,,AESI,,,0.13093910798535327,,1177.0,
40,649,AEYE,Return on Capital Employed,-1.6447,-1.5829,-25.5711,-5.136,-28100.2969,-3.241,-0.7591,-0.7845,-0.7803,-0.2378,,1521.5,AEYE,0.0,0.0034046195760628617,8428.767588794131,662.5,1847.0,365.9583333333333,AEYE,0.0,0.0034046195760628617,8428.767588794131,662.5,1847.0,0.0
41,665,AFCG,Return on Capital Employed,,,,,,,0.0984,0.0579,0.0964,0.0765,,589.0,AFCG,,,0.01648499317561278,,224.0,,AFCG,,,0.01648499317561278,,224.0,
42,681,AFRI,Return on Capital Employed,,,,,,0.0439,0.0773,0.0257,-0.1263,0.022,,1055.5,AFRI,,,0.07019362934056053,,828.0,,AFRI,,,0.07019362934056053,,828.0,
43,697,AGEN,Return on Capital Employed,-0.553,-0.4063,-0.9702,-1.3545,-2.1565,-2.1164,-1.4394,0.1197,-0.7515,-2.7494,,1833.0,AGEN,0.0,0.11980104417696757,0.8524312655575229,662.5,1661.0,387.8083333333334,AGEN,0.0,0.11980104417696757,0.8524312655575229,662.5,1661.0,0.0
44,713,AGIO,Return on Capital Employed,-0.1247,-0.3192,-0.38,-0.6064,-0.3878,-0.5157,-0.4081,-0.2709,-0.1862,-0.3977,,1650.0,AGIO,0.0,0.004318230695508296,0.13602870322104818,662.5,1196.0,346.2583333333334,AGIO,0.0,0.004318230695508296,0.13602870322104818,662.5,1196.0,0.0
45,729,AGL,Return on Capital Employed,,,,,,-0.5198,-0.302,-0.3241,-0.0948,-0.2718,,1547.0,AGL,,,0.13547537045529717,,1194.0,,AGL,,,0.13547537045529717,,1194.0,
46,745,AGM,Return on Capital Employed,0.0344,0.0388,0.0415,0.0392,0.047,0.0528,0.0186,0.015,0.2403,0.0622,,681.0,AGM,0.008922424242841976,0.171295022276567,0.06192093022557075,247.0,748.0,150.78333333333333,AGM,0.008922424242841976,0.171295022276567,0.06192093022557075,296.0,748.0,0.0015283668594385977
47,761,AGS,Return on Capital Employed,-0.039,-0.0484,-0.0406,0.013,0.0123,0.0273,-0.0707,0.0289,0.0485,0.0935,,482.0,AGS,0.01201333333390139,0.5078619316553517,0.04841920693278649,217.0,620.0,118.98333333333333,AGS,0.01201333333390139,0.5078619316553517,0.04841920693278649,172.0,620.0,0.006101114672574785
48,777,AGX,Return on Capital Employed,0.4016,0.3649,0.3318,0.3959,0.3009,0.1096,-0.1391,0.0621,0.1825,0.1323,0.1523,323.5,AGX,-0.04148666666862114,0.5093058813693832,0.16697296936929643,1185.0,1288.0,314.0,AGX,-0.04148666666862114,0.5093058813693832,0.16697296936929643,1182.0,1288.0,-0.021129403332739903
49,793,AGYS,Return on Capital Employed,-0.0955,-0.0285,-0.0948,-0.1029,-0.1228,-0.3977,-0.1644,0.0457,0.0783,0.0792,,571.0,AGYS,0.0,0.11075649733591197,0.13406241233097366,662.5,1192.0,238.15833333333333,AGYS,0.0,0.11075649733591197,0.13406241233097366,662.5,1192.0,0.0
50,809,AHCO,Return on Capital Employed,,,,10.2076,0.0279,0.1474,-0.021,0.0598,0.0427,-0.1459,,1436.0,AHCO,,,3.5664012280145476,,1762.0,,AHCO,,,3.5664012280145476,,1762.0,
51,825,AHH,Return on Capital Employed,0.0435,0.0707,0.0654,0.0401,0.0303,0.0364,0.0326,0.0301,0.0543,0.0303,,990.0,AHH,-0.002584848484974371,0.2695788559010357,0.014299444045136861,947.0,196.0,282.4166666666667,AHH,-0.002584848484974371,0.2695788559010357,0.014299444045136861,945.0,196.0,-0.0006968204972569163
52,841,AHR,Return on Capital Employed,,,0.0844,-0.1434,0.0119,-0.021,0.0545,0.0717,-0.2977,0.5829,,18.0,AHR,,,0.23718308032772908,,1398.0,,AHR,,,0.23718308032772908,,1398.0,
53,857,AI,Return on Capital Employed,,,,,,-0.2181,-0.3079,-0.0513,-0.1856,-0.3004,-0.298,1578.0,AI,,,0.09334650716550674,,988.0,,AI,,,0.09334650716550674,,988.0,
54,873,AILE,Return on Capital Employed,,,,,,,561.5363,0.0347,0.0654,-0.0263,,1275.0,AILE,,,243.14170060127879,,1833.0,,AILE,,,243.14170060127879,,1833.0,
55,889,AIN,Return on Capital Employed,0.0922,0.0696,0.0862,0.0604,0.1084,0.1527,0.1133,0.1339,0.1015,0.1232,,357.5,AIN,0.005720000000260446,0.3704404935934843,0.026993784469762663,274.0,351.0,103.53333333333335,AIN,0.005720000000260446,0.3704404935934843,0.026993784469762663,269.0,351.0,0.00211891962345121
56,905,AIOT,Return on Capital Employed,,,-0.2299,-0.0847,-0.1297,-0.0533,-0.0191,-0.0427,-0.0339,-0.0219,,1264.0,AIOT,,,0.06726730260683864,,796.0,,AIOT,,,0.06726730260683864,,796.0,
57,921,AIP,Return on Capital Employed,,,,,,0.9562,-0.1505,-0.2791,-0.3818,-0.6202,,1743.0,AIP,,,0.5477378475146665,,1588.0,,AIP,,,0.5477378475146665,,1588.0,
58,937,AIR,Return on Capital Employed,0.0794,0.007,0.0648,0.0735,0.0227,0.0189,0.0234,0.049,0.0879,0.0896,0.0432,504.5,AIR,0.0,0.06161034071096583,0.029806100046802498,662.5,392.0,191.50833333333333,AIR,0.0,0.06161034071096583,0.029806100046802498,662.5,392.0,0.0
59,953,AIRS,Return on Capital Employed,,,,,,0.0041,0.059,0.0856,-0.0255,0.0491,,805.0,AIRS,,,0.03987172431686395,,525.0,,AIRS,,,0.03987172431686395,,525.0,
60,969,AIT,Return on Capital Employed,0.1602,0.1636,0.0847,0.1631,0.1235,0.1233,0.0494,0.1126,0.1826,0.2154,0.2116,139.0,AIT,0.0,0.02579448198601597,0.04638989545148814,662.5,598.0,165.25833333333335,AIT,0.0,0.02579448198601597,0.04638989545148814,662.5,598.0,0.0
61,985,AIV,Return on Capital Employed,0.0413,0.0695,-2.4427,0.1346,-0.1373,0.158,0.0065,0.0147,0.0804,-0.0706,,1348.0,AIV,0.0,0.06886056763678361,0.7474355225703418,662.5,1643.0,338.40833333333336,AIV,0.0,0.06886056763678361,0.7474355225703418,662.5,1643.0,0.0
62,1001,AKA,Return on Capital Employed,,,,,,0.0211,0.1452,0.0073,-0.412,-0.3111,,1586.0,AKA,,,0.21340979358970386,,1370.0,,AKA,,,0.21340979358970386,,1370.0,
63,1017,AKBA,Return on Capital Employed,-0.3557,-0.4632,-0.7349,-0.3625,-0.2656,-0.5059,-0.8585,-1.1253,-0.3385,-0.0297,,1280.5,AKBA,0.0,5.2914355310518246e-05,0.30296327104122706,662.5,1464.0,322.70833333333337,AKBA,0.0,5.2914355310518246e-05,0.30296327104122706,662.5,1464.0,0.0
64,1033,AKR,Return on Capital Employed,0.0423,0.0356,0.0287,0.0331,0.0268,0.0252,0.0017,0.0238,0.0038,0.0287,,1010.5,AKR,-0.002820000000133676,0.4368923892624331,0.01225430944606835,951.0,169.0,283.85,AKR,-0.002820000000133676,0.4368923892624331,0.01225430944606835,966.0,169.0,-0.0012320365377784634
65,1049,AKRO,Return on Capital Employed,,,,-21.8874,-2.0026,-0.3397,-0.3044,-0.5913,-0.3298,-0.2649,,1542.0,AKRO,,,7.457517331812627,,1794.0,,AKRO,,,7.457517331812627,,1794.0,
66,1065,AKYA,Return on Capital Employed,,,,,,-0.1857,-0.2304,-0.2448,-0.4746,-0.376,,1634.0,AKYA,,,0.10694895978923778,,1069.0,,AKYA,,,0.10694895978923778,,1069.0,
67,1081,ALCO,Return on Capital Employed,0.0679,0.0802,0.0509,-0.0099,0.0547,0.1488,0.0924,0.1227,0.0429,0.0183,,1092.5,ALCO,0.0,0.00041991415706887913,0.04459868720040984,662.5,581.0,259.7583333333333,ALCO,0.0,0.00041991415706887913,0.04459868720040984,662.5,581.0,0.0
68,1097,ALDX,Return on Capital Employed,-0.6301,-0.4594,-0.8095,-0.539,-0.4363,-0.9828,-0.5093,-0.2531,-0.3636,-0.2814,,1558.0,ALDX,0.037172727274500196,0.2407692541439861,0.21759598916340347,86.0,1375.0,240.31666666666663,ALDX,0.037172727274500196,0.2407692541439861,0.21759598916340347,140.0,1375.0,0.008950049820379221
69,1113,ALE,Return on Capital Employed,0.0548,0.0499,0.0544,0.0539,0.0476,0.049,0.0356,0.0359,0.0286,0.0509,,785.0,ALE,-0.002001212121306926,0.4268272192838519,0.008798204362254834,944.0,112.0,257.1666666666667,ALE,-0.002001212121306926,0.4268272192838519,0.008798204362254834,950.0,112.0,-0.0008541718049345738
70,1129,ALEC,Return on Capital Employed,,,-0.2873,-0.1557,-0.1599,-0.2701,-0.4284,-0.0474,-0.1972,-0.282,,1560.0,ALEC,,,0.10711731886114402,,1072.0,,ALEC,,,0.10711731886114402,,1072.0,
71,1145,ALEX,Return on Capital Employed,0.0415,0.0354,0.0094,0.0274,-0.0084,-0.003,0.0186,0.0369,0.053,0.0413,,876.5,ALEX,0.0,0.04560181401019614,0.0193930631928017,662.5,254.0,221.80833333333337,ALEX,0.0,0.04560181401019614,0.0193930631928017,662.5,254.0,0.0
72,1161,ALG,Return on Capital Employed,0.1197,0.1419,0.1437,0.162,0.1611,0.0906,0.0999,0.1185,0.133,0.1683,,218.0,ALG,0.0,2.8323665189788905e-05,0.02518599015325782,662.5,327.0,159.60833333333335,ALG,0.0,2.8323665189788905e-05,0.02518599015325782,662.5,327.0,0.0
73,1177,ALGT,Return on Capital Employed,0.1811,0.3875,0.2931,0.1439,0.1275,0.1558,75.313,0.0796,0.0297,0.0839,,533.0,ALGT,0.0,0.0291426805507794,22.544719085029644,662.5,1815.0,265.5083333333334,ALGT,0.0,0.0291426805507794,22.544719085029644,662.5,1815.0,0.0
74,1193,ALHC,Return on Capital Employed,,,,,,-0.4722,-0.0324,-0.3836,-0.3244,-0.3856,,1643.0,ALHC,,,0.15115927493872153,,1243.0,,ALHC,,,0.15115927493872153,,1243.0,
75,1209,ALIT,Return on Capital Employed,,,,0.0129,0.046,0.052,0.0271,0.0158,0.0091,-0.0254,,1273.0,ALIT,,,0.023897211860254272,,306.0,,ALIT,,,0.023897211860254272,,306.0,
76,1225,ALKS,Return on Capital Employed,-0.0003,-0.1301,-0.1317,-0.0872,-0.0751,-0.1297,-0.0581,-0.0181,-0.1052,0.1735,,208.5,ALKS,0.014176969697638505,0.21360869839907037,0.08810507363370171,180.0,956.0,101.65000000000002,ALKS,0.014176969697638505,0.21360869839907037,0.08810507363370171,243.0,956.0,0.0030283240443556235
77,1241,ALKT,Return on Capital Employed,,,,,,-1.2179,-0.2224,-0.1127,-0.1234,-0.148,,1440.0,ALKT,,,0.42822609635565184,,1549.0,,ALKT,,,0.42822609635565184,,1549.0,
78,1257,ALLO,Return on Capital Employed,,,,13.0,-0.2798,-0.2701,-0.2207,-0.2595,-0.4586,-0.5184,,1706.0,ALLO,,,4.667255787605686,,1775.0,,ALLO,,,4.667255787605686,,1775.0,
79,1273,ALMS,Return on Capital Employed,,,,,,,,,-1.1805,-2.2547,,1830.0,ALMS,,,0.5371,,1585.0,,ALMS,,,0.5371,,1585.0,
80,1289,ALRM,Return on Capital Employed,0.2089,0.0896,0.0658,0.1053,0.04,0.1288,0.1309,0.0572,0.0519,0.0806,,555.0,ALRM,-0.007854545454925081,0.22222993148275627,0.047857141577825134,1016.0,615.0,272.5166666666667,ALRM,-0.007854545454925081,0.22222993148275627,0.047857141577825134,988.0,615.0,-0.0017455150982761956
81,1305,ALRS,Return on Capital Employed,0.0222,0.0156,0.0399,0.0194,0.0512,0.1213,0.13,0.1269,0.02,0.0399,,891.0,ALRS,0.006224242424535403,0.1547859812669471,0.04544097710217069,272.0,589.0,168.41666666666666,ALRS,0.006224242424535403,0.1547859812669471,0.04544097710217069,320.0,589.0,0.0009634254713250742
82,1321,ALT,Return on Capital Employed,-0.4992,-0.188,8459.3373,-0.8769,-0.8965,-0.4104,-0.2336,-0.484,-0.4471,-0.4439,,1676.0,ALT,0.0,0.08417043233162302,2537.9505194911817,662.5,1843.0,381.2083333333333,ALT,0.0,0.08417043233162302,2537.9505194911817,662.5,1843.0,0.0
83,1337,ALTG,Return on Capital Employed,,,-0.0,0.0,0.0397,0.1437,-0.0218,0.0121,0.0517,0.0636,,674.5,ALTG,,,0.04889421617124053,,626.0,,ALTG,,,0.04889421617124053,,626.0,
84,1353,ALTI,Return on Capital Employed,,,,,,-0.0319,-0.0404,0.048,-0.6332,-0.1324,,1419.0,ALTI,,,0.24439204897050149,,1407.0,,ALTI,,,0.24439204897050149,,1407.0,
85,1369,ALTM,Return on Capital Employed,,,0.1637,0.1685,0.2839,0.0784,-0.0254,0.0226,0.1597,0.1204,,366.0,ALTM,,,0.09016822819042193,,962.0,,ALTM,,,0.09016822819042193,,962.0,
86,1385,ALTR,Return on Capital Employed,,0.1997,0.1721,-0.3788,0.0766,0.0165,0.0217,0.0171,-0.0245,0.018,,1098.5,ALTR,,,0.15608319797902023,,1267.0,,ALTR,,,0.15608319797902023,,1267.0,
87,1401,ALX,Return on Capital Employed,0.072,0.0718,0.0772,0.0706,0.0534,0.0803,0.0484,0.1262,0.064,0.1815,,192.0,ALX,0.00688606060638676,0.27128365206414473,0.03797397003211542,266.0,492.0,92.56666666666666,ALX,0.00688606060638676,0.27128365206414473,0.03797397003211542,279.0,492.0,0.0018680756696356391
88,1417,ALXO,Return on Capital Employed,,,,,-1.473,-3.371,-0.104,-0.2288,-0.4594,-0.7709,,1785.0,ALXO,,,1.122500844468873,,1689.0,,ALXO,,,1.122500844468873,,1689.0,
89,1433,AMAL,Return on Capital Employed,,,0.0188,0.025,0.0481,0.0453,0.0581,0.0595,0.0686,0.0811,,552.0,AMAL,,,0.019655275214303155,,260.0,,AMAL,,,0.019655275214303155,,260.0,
90,1449,AMBA,Return on Capital Employed,0.1767,0.2179,0.2355,0.133,0.0521,-0.0808,-0.0879,-0.1148,-0.0768,-0.145,-0.2585,1435.0,AMBA,-0.04548666666881899,0.856387321358953,0.14118090841186706,1192.0,1212.0,422.63333333333327,AMBA,-0.04548666666881899,0.856387321358953,0.14118090841186706,1209.0,1212.0,-0.03895420462605746
91,1465,AMBC,Return on Capital Employed,0.0247,0.0265,0.0102,-0.0071,0.0354,0.0065,-0.0165,0.0154,0.0871,0.0127,,1148.0,AMBC,0.0,0.034111487003855356,0.02687137696509057,662.5,347.0,253.60833333333335,AMBC,0.0,0.034111487003855356,0.02687137696509057,662.5,347.0,0.0
92,1481,AMBP,Return on Capital Employed,,,,,-0.0098,0.0507,0.088,-0.0178,0.0845,0.0292,,1001.0,AMBP,,,0.041428157359726034,,543.0,,AMBP,,,0.041428157359726034,,543.0,
93,1497,AMC,Return on Capital Employed,0.0529,0.0613,0.0374,-0.007,0.0571,0.0144,-0.4797,-0.091,-0.0796,0.0024,,1196.0,AMC,-0.02147636363737674,0.16017670593964828,0.15413030720789472,1141.0,1254.0,391.48333333333335,AMC,-0.02147636363737674,0.16017670593964828,0.15413030720789472,1047.0,1254.0,-0.0034400131829970494
94,1513,AMCX,Return on Capital Employed,0.1603,0.2027,0.1585,0.1763,0.169,0.1287,0.12,0.1011,0.0233,0.0013,,1201.0,AMCX,-0.019290909091830323,0.7828005604627852,0.06262591795734415,1130.0,753.0,364.9166666666667,AMCX,-0.019290909091830323,0.7828005604627852,0.06262591795734415,1158.0,753.0,-0.015100934448921416
95,1529,AMN,Return on Capital Employed,0.1348,0.2048,0.2101,0.2149,0.1711,0.1139,0.0773,0.221,0.3187,0.1462,,279.0,AMN,0.0,0.017001363686343862,0.06467036106285474,662.5,771.0,187.90833333333333,AMN,0.0,0.017001363686343862,0.06467036106285474,662.5,771.0,0.0
